"longitude","latitude","OBJECTID","VICINITY","SCI_NM","CMMN_NM","FAM_NAME","GENUS_NAME"
-77.0011474742,38.8960753091,19009519,"319 E ST NE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0108471239,38.8198033115,18998676,"4706 MARTIN LUTHER KING JR AVE SW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0047879885,38.876392223,19028473,"100 BLK  M ST SE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0096210909,38.8244574541,19069292,"51 GALVESTON PL SW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9522850693,38.8651151211,18929368,"2001 38TH ST SE","Prunus species","Cherry","Rosaceae","Prunus"
-77.0973993266,38.9421671978,19049502,"4914 Upton St NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.985620164,38.8606425863,18946998,"SIDE OF 1460 BANGOR ST SE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.9667090648,38.8691769109,19007501,"1706 28TH PL SE","Malus 'Radiant'","Radiant crabapple","Rosaceae","Malus"
-77.0862819593,38.9311563152,19035712,"3036 44TH ST NW","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9420680436,38.9090780663,19023027,"OPP 4300 ANACOSTIA AVE NE","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-76.9136013055,38.8946538508,19031013,"400 BLK 61ST ST NE","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0906501421,38.9324780813,18953125,"4547 LOWELL ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9957955906,38.8874655036,19040342,"709 NORTH CAROLINA AVE SE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0897424438,38.9547653915,19041288,"4525 FESSENDEN ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0124899979,38.914789347,19047483,"100 SEATON PL NW/FIRST ST NW","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.0285408354,38.9787410977,18932012,"1207 FLORAL ST NW","Prunus 'Snow Goose'","Cherry (Snowgoose)","Rosaceae","Prunus"
-77.1117983606,38.9375374025,19053692,"6100 BLK MACARTHUR BLVD NW/ LITTLE FALLS RD","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0089578453,38.8967795958,18950640,"0 NORTH CAPITOL ST BN","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-77.0043035713,38.8362949529,18955776,"opp 3739 HORNER PL SE","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-76.9365630035,38.8826557299,18902301,"OPP 4432 FALLS TER SE","Amelanchier arborea","Downy serviceberry","Rosaceae","Amelanchier"
-76.9705194939,38.8966079589,19031354,"536 OKLAHOMA AVE NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0331487539,38.9450197477,18949094,"1400 BLK ALLISON ST NW","Platanus occidentalis","American sycamore","Platanaceae","Platanus"
-76.9473070136,38.8921876415,19016109,"200 BLK 40TH ST NE","Prunus species","Cherry","Rosaceae","Prunus"
-77.0836341118,38.9406996849,18962208,"3900  NEBRASKA AVE NW","Ulmus americana 'Princeton'","Princeton elm","Ulmaceae","Ulmus"
-77.000468287,38.9206081615,18998939,"opp 2310 4TH ST NE/Adams St","Koelreuteria paniculata","Goldenrain tree","Sapindaceae","Koelreuteria"
-76.9863985481,38.921043304,19056843,"1363 BRYANT ST NE","Koelreuteria paniculata","Goldenrain tree","Sapindaceae","Koelreuteria"
-77.0853636742,38.9313070789,18977662,"4326 KLINGLE ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9883787217,38.883895412,18922775,"0 13TH ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.039496161,38.9231038704,18997323,"1712 EUCLID ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9914615377,38.8952667834,18919065,"415 11TH ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9856698833,38.8908885086,19046442,"1300 BLK A ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0432624994,38.935029071,19023631,"1858 INGLESIDE TER NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.936790128,38.8776256081,19019163,"1125 44TH PL SE","Cercis species","Redbud","Fabaceae","Cercis"
-77.0432508543,38.928875652,19034421,"OPP 1839 IRVING ST NW","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-77.0436115817,38.9857526848,18970633,"1820 PLYMOUTH ST NW","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-77.0758952566,38.9277403238,18952418,"2900 blk BELLEVUE TER NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9950467685,38.8938081337,18920757,"OPP 305 8TH ST NE","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0085329838,38.9076623919,19025864,"UNIT BLOCK NEW YORK AVE NE","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0018668132,38.9432678731,18957630,"269 HAWAII AVE NE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0301868653,38.9363715731,18905164,"1316 SPRING RD NW","Betula nigra","River birch","Betulaceae","Betula"
-77.0304122303,38.9364255477,18997593,"1318 SPRING RD NW","Quercus lyrata","Overcup oak","Fagaceae","Quercus"
-76.9444315821,38.8990207419,19042037,"4045 GAULT PL NE","Syringa reticulata","Lilac","Oleaceae","Syringa"
-77.039326895,38.9048200348,19069744,"1717 DE SALES ST NW","Koelreuteria paniculata","Goldenrain tree","Sapindaceae","Koelreuteria"
-77.0513487894,38.9032799781,18959312,"1000 BLK 24TH ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9873871015,38.8333482347,18994805,"1123 BELLEVUE ST SE","Prunus species","Cherry","Rosaceae","Prunus"
-76.9559369461,38.8867669738,19033982,"3500 BLK CROFFUT PL SE","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0024601989,38.897276706,19015005,"231 F ST NE","Ulmus americana 'Jefferson'","Jefferson Elm","Ulmaceae","Ulmus"
-77.0675742463,38.9488476532,18945494,"3539 APPLETON ST NW","Ginkgo biloba (female)","Ginkgo (female)","Ginkgoaceae","Ginkgo"
-77.0171611972,38.9610403164,18909829,"5816 3RD PL NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9405181972,38.9010292341,19055214,"4317 NANNIE HELEN BURROUGHS AVE NE","Prunus species","Cherry","Rosaceae","Prunus"
-77.0359170459,38.9646107876,18938728,"1500 blk FORT STEVENS DR NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9580349584,38.8712327803,19036036,"3329 HIGHWOOD DR SE","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9602958533,38.8912534933,18941510,"124 33RD ST NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0350575831,38.9803419635,19004308,"1434 HOLLY ST NW","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-77.0442628862,38.9317562896,18986380,"3204 19TH ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0189231706,38.9185452479,18910893,"2300 5TH ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0364021753,38.9554960902,18990435,"5401 16TH ST NW","Malus species","Crabapple","Rosaceae","Malus"
-77.0846112887,38.947047997,18962367,"4318 ALTON PL NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0551560199,38.9675019254,19059932,"OPP 2608 NORTHAMPTON ST NW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0241071282,38.8933933303,18955408,"200 BLK 9TH ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0726261239,38.9514696925,18907935,"3723 CUMBERLAND ST NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.0691898195,38.9077848337,19033821,"3500 BLOCK O ST NW","Acer saccharinum","Silver maple","Aceraceae","Acer"
-77.0411434728,38.9148884868,19011189,"1773 SWANN ST NW","Ginkgo biloba (female)","Ginkgo (female)","Ginkgoaceae","Ginkgo"
-77.0223118827,38.9576476964,18907534,"5600 blk 7TH ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9690135524,38.9331627838,19011652,"2628 MONROE ST NE","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-76.9821843016,38.9493504442,19051166,"4842 EASTERN AVE NE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.988917611,38.8919704706,18918308,"1200 BLK CONSTITUTION AVE NE","Gymnocladus dioicus","Kentucky coffeetree","Fabaceae","Gymnocladus"
-77.0715805265,38.9363462813,18906915,NA,"Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-77.0849616363,38.9462449412,19048185,"4320 Yuma st NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0693260265,38.9077761135,18944910,"3513 O ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0769645688,38.9356648754,19052112,"3800 blk NEWARK ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0755843607,38.9150583901,19064747,"1700 BLOCK 39TH ST NW","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.957294605,38.8910566596,19002885,"OPP 136 KENILWORTH AVE NE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0003204263,38.8813324156,18904832,"404 G ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9641718034,38.8783337573,19013231,"3007 K ST SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9891541308,38.9316035541,18966827,"1253 LAWRENCE ST NE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9418662319,38.8983296922,19018562,"4213 GRANT ST NE","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.0610194209,38.9754993597,19063143,"6608 32ND PL NW","Cornus kousa","Dogwood (Kousa)","Cornaceae","Cornus"
-77.0697905519,38.951680149,19013910,"4717 36TH ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9685863271,38.9320490317,18911520,"3300 blk CENTRAL AVE NE","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-76.9876760609,38.8961765718,18932752,"1314 E ST NE","Liquidambar styraciflua","Sweetgum","Hamamelidaceae","Liquidambar"
-77.0749637671,38.922503467,18925576,"3860 CALVERT ST NW","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9766065775,38.9429212305,18969468,"1928 VARNUM ST NE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.070714212,38.915398083,19017492,"3542 T ST NW","Tilia americana","American linden","Tiliaceae","Tilia"
-77.027044775,38.973134629,18942445,"opp 6817 GEORGIA AVE NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9773477869,38.9435920476,18935823,"4420 19TH PL NE","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-76.9313701392,38.8795313329,18924538,"5015 HANNA PL SE","Acer species","Maple","Aceraceae","Acer"
-77.0193064188,38.9026255179,19011486,"500 BLOCK K ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.9808219631,38.8983591702,18965107,"1626 GALES ST NE","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0647235768,38.9597562306,18980624,"3200 JOCELYN ST NW","Prunus species","Cherry","Rosaceae","Prunus"
-77.0145280173,38.9576173939,18967636,"200 blk LONGFELLOW ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9406509349,38.898431081,18971932,"4228 GRANT ST NE","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-77.1130982161,38.935629861,18917605,"5404 NORTON ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9906926129,38.8829099046,19067850,"1122 E ST SE","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0202028694,38.9293327138,19024327,"517 IRVING ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9955137641,38.8908880476,18993190,"709 A ST NE","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-76.9779296105,38.8675188674,18904529,"1830 T ST SE","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0188035944,38.9474705143,18968243,"opp 436 CRITTENDEN ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0720703341,38.9237827298,19053762,"2600 36TH PL NW","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.912106045,38.8943999771,19051356,"6200 BLK DIX ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9586865988,38.8719390465,18957281,"3305 HIGHWOOD DR SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0744012043,38.9496451036,18994072,"3734 BRANDYWINE ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.1027614884,38.9348258,18946983,"5016 GLENBROOK TER NW","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-76.9799773351,38.9310473311,18915901,"1717 KEARNY ST NE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0354558952,38.9182959236,18933023,"2100 blk NEW HAMPSHIRE AVE NW / V ST NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.9565186499,38.9192113655,19010629,"2100 BLK SOUTH DAKOTA AVE NE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0513841264,38.9230871738,19001248,"2520 CONNECTICUT AVE NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9998272598,38.8989677032,19068590,"410 G ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9396517532,38.8996806351,18948303,"4333 HAYES ST NE","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-77.0626038679,38.9335506523,19060540,"3109 MACOMB ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0787456646,38.9620358068,18916364,"3958 LEGATION ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0396215166,38.9280103434,18944071,"1661 HOBART ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0012382746,38.8972677903,18978606,"321 F ST NE","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9357722607,38.9130801775,19000335,NA,"Liquidambar styraciflua","Sweetgum","Hamamelidaceae","Liquidambar"
-76.9430144138,38.886463634,18947092,"4365 C ST SE","Carpinus betulus","Hornbeam (European) (Common)","Betulaceae","Carpinus"
-77.0055739133,38.9126623881,18911517,"124 R ST NE","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-77.0142293489,38.9000578888,19006435,"0 INTERSTATE 395   BN","Gleditsia species","Honeylocust","Fabaceae","Gleditsia"
-77.0241299668,38.8809550933,18928967,"800 BLK  9TH ST SW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0700051308,38.9584041405,18970603,"3600 Blk INGOMAR PL NW","Juglans nigra","Black walnut","Juglandaceae","Juglans"
-77.0935456385,38.9277159866,18926927,"2901 49TH ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0146579167,38.9177974654,18902226,"2000 blk 2ND ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9405194306,38.9085012788,18978607,"OPP 4328 ORD ST NE","Quercus macrocarpa","Bur oak","Fagaceae","Quercus"
-76.977555489,38.9330713824,18908428,"1829 MONROE ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0162614586,38.9015049622,19064902,"900 Blk of 4TH ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0071746992,38.965567918,18967490,"66 RITTENHOUSE ST NE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9595540181,38.8688343821,19029932,"3217 PENNSYLVANIA AVE SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0546411869,38.9162969751,19051979,"2424 TRACY PL NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.06824409,38.9720185061,19030529,"3346 STUYVESANT PL NW","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-77.0183301328,38.9119170374,18903632,"433 WARNER ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0768317342,38.9546536809,18987311,"3800 blk FESSENDEN ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0778899769,38.9589403203,18950966,"5200 BLK RENO RD NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.065323144,38.9278830195,18902781,"2900 33RD PL NW","Amelanchier arborea","Downy serviceberry","Rosaceae","Amelanchier"
-77.0309948784,38.9181704437,18947445,"1343 V ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0449662195,38.9245029822,19016455,NA,"Platanus species","Plane tree","Platanaceae","Platanus"
-77.0021441745,38.9650209351,18974429,"300 RITTENHOUSE ST NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0180986785,38.9625121802,18952260,"5926 4TH ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0068993076,38.8322427547,18989872,"25 MISSISSIPPI AVE SE","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.0663248711,38.9674041814,18912916,"5813 33RD ST NW","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0708454086,38.9676667956,19061679,"3503 PATTERSON ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9349461335,38.890561832,18998448,"104 47TH ST NE","Syringa reticulata","Lilac","Oleaceae","Syringa"
-77.0027116207,38.8822014901,18971889,"216 SOUTH CAROLINA AVE SE/2nd St","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.997376281,38.8927987725,19022706,"632 MASSACHUSETTS AVE NE","Tilia americana","American linden","Tiliaceae","Tilia"
-77.0631270956,38.9400061379,18914753,"opp 3041  SEDGWICK ST NW","Liquidambar Stryaciflua 'Sterile'","Sweetgum (sterile)","Hamamelidaceae","Liquidambar"
-77.0421541205,38.9055807408,19001456,"1800 M ST NW","Ulmus species","Elm","Ulmaceae","Ulmus"
-77.0620701824,38.9535126288,18968363,"4901 30TH PL NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0873766902,38.9291499876,18949130,"3001 44TH PL NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.0494241687,38.9007746777,18945451,"2221 I Street NW","Gymnocladus dioicus","Kentucky coffeetree","Fabaceae","Gymnocladus"
-77.0730644945,38.925060417,18909646,"2709 WISCONSIN AVE NW","Ulmus americana 'Princeton'","Princeton elm","Ulmaceae","Ulmus"
-77.0745633566,38.9267078735,19024451,"2809 38TH ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9901629395,38.8871468983,19031989,"224 12TH ST SE","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-76.9446099013,38.9066519327,18962888,"OPP 4119 ANACOSTIA AVE NE","Prunus species","Cherry","Rosaceae","Prunus"
-76.9808036121,38.9275595201,18922199,"2912 17TH ST NE/Rhode Island","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0988549834,38.9310853715,18953663,"3036 ARIZONA AVE NW","Ulmus 'Accolade'","Elm (Accolade)","Ulmaceae","Ulmus"
-77.0027223268,38.8244757798,18982329,"OPP 4516 LIVINGSTON RD SE","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9848330656,38.9436553311,18924435,"4442 S. DAKOTA AVE NE/16th St","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0370810094,38.9282772038,18999869,"3059 MOUNT PLEASANT ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0351813535,38.9540923394,19044943,"5242 COLORADO AVE NW","Prunus 'Snow Goose'","Cherry (Snowgoose)","Rosaceae","Prunus"
-76.9995797071,38.8992859511,18900438,"708 5TH ST NE","Tilia americana","American linden","Tiliaceae","Tilia"
-76.9590439822,38.8680219497,19039907,"320 BLK S ST SE","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-76.9650412118,38.8559258446,19025715,"2710 30TH ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9396151543,38.8935385343,19005737,"4254 BROOKS ST NE","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.0780995254,38.9620375068,18915949,"3906 LEGATION ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0016611648,38.8368284233,19003419,"3719 4TH ST SE","Magnolia Species","Magnolia","Magnoliaceae","Magnolia"
-76.9759890991,38.8470963955,19002932,"1910 RIDGECREST CT SE","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-76.9162006863,38.8959289715,18975786,"5902 EADS ST NE","Quercus falcata","Southern red oak","Fagaceae","Quercus"
-76.9299279762,38.9049158946,19062453,"1100 50TH PL NE HOUSTON ELEMENTARY SCHOOL","Acer campestre","Hedge maple","Aceraceae","Acer"
-77.0257509161,38.9550178426,18966930,"5326 9TH ST NW","Cornus kousa","Dogwood (Kousa)","Cornaceae","Cornus"
-77.0598206431,38.9240407293,18965824,"2600 blk 30TH ST NW","Cercis species","Redbud","Fabaceae","Cercis"
-76.9905319686,38.8428423519,18974425,"1119 SAVANNAH ST SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0899030007,38.9339152987,18983461,"3311 NEBRASKA AVE NW","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-76.983024318,38.867429937,18949682,"1444 MINNESOTA AVE SE","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
